client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
e6bb52cceeb5cc044cf14ebc42d57e467b6abf00b1f9fe6441ab8edeb148f0a13b0616a6dd7db4d95a95b210f99316fcc29b6882202ab11bf5f037b6d31e8d3a	common_voice_vi_24144115.mp3	những gì em đòi	2	0				vi	
e6e12cd3461dae08b77fd7b5d49568c1d885045874b2da880b51462d9ef9c0ca78cb54857856ccdd6f45831aec6e1ade9f7051a8aa6ada9e33363884b10d5935	common_voice_vi_22770199.mp3	Hơi thở càng ngày càng gấp gáp	2	1				vi	
e6e12cd3461dae08b77fd7b5d49568c1d885045874b2da880b51462d9ef9c0ca78cb54857856ccdd6f45831aec6e1ade9f7051a8aa6ada9e33363884b10d5935	common_voice_vi_22770200.mp3	Lòng mẹ bao la	2	1				vi	
eadab2a983a6c2892a67aefc544569b803614a924c57e777f24e80e40164b178838e5d7262200f6ce90f192232e650f8791ff16600db6e9927f5dd746b508278	common_voice_vi_27148751.mp3	Dở dang hoài, dang dở, dở dang thôi	2	0				vi	
eadab2a983a6c2892a67aefc544569b803614a924c57e777f24e80e40164b178838e5d7262200f6ce90f192232e650f8791ff16600db6e9927f5dd746b508278	common_voice_vi_27148754.mp3	Ôi tình yêu và kẻ đời viễn xứ	2	0				vi	
ee5236eac0f38b40fbae5d779b9620222cf31d529c1a9224d508c0c033358b41fd587289ef21806326dd829cd73675ba979e6b45b5a154114c7dd596ae0f0413	common_voice_vi_26096003.mp3	Vỡ trên chuỗi nhớ sợi đong đưa buồn	2	1				vi	
ee5236eac0f38b40fbae5d779b9620222cf31d529c1a9224d508c0c033358b41fd587289ef21806326dd829cd73675ba979e6b45b5a154114c7dd596ae0f0413	common_voice_vi_26096004.mp3	Như là gói cả mùi hương đất trời	2	0				vi	
166192d7b3fa811e550bddc6d0c4b1543267ac478295ce0f6215b8bc9adc99baca51232355129b2c328a11618a4b97d691e57e034a5a2bf8776e881c5f06ff08	common_voice_vi_27128402.mp3	Em có nhớ màu hoa trong gió thổi	2	0				vi	
166192d7b3fa811e550bddc6d0c4b1543267ac478295ce0f6215b8bc9adc99baca51232355129b2c328a11618a4b97d691e57e034a5a2bf8776e881c5f06ff08	common_voice_vi_27128431.mp3	Anh có biết thôn e ri a không	2	0				vi	
166192d7b3fa811e550bddc6d0c4b1543267ac478295ce0f6215b8bc9adc99baca51232355129b2c328a11618a4b97d691e57e034a5a2bf8776e881c5f06ff08	common_voice_vi_27128434.mp3	Cháy khát khao anh dâng tình sâu đậm	2	0				vi	
225482938f3c990eb34960262dbc598455be448c0e27e31d49be9262df801340c6d27e7046b02e1e7e256c57457de6bb040a2d9a67dadb870899ff402bdb671b	common_voice_vi_24476314.mp3	đêm nay chúng ta tiếp tục	2	1				vi	
225482938f3c990eb34960262dbc598455be448c0e27e31d49be9262df801340c6d27e7046b02e1e7e256c57457de6bb040a2d9a67dadb870899ff402bdb671b	common_voice_vi_24476316.mp3	Nếu biết rằng sẽ chẳng gặp lại nhau	2	0				vi	
225482938f3c990eb34960262dbc598455be448c0e27e31d49be9262df801340c6d27e7046b02e1e7e256c57457de6bb040a2d9a67dadb870899ff402bdb671b	common_voice_vi_24476317.mp3	Em như một đứa vô hồn không bước nổi	2	0				vi	
89a110b28009cf4c728e334d874ad7bc9cac4b6365a28fab55c27739fcc04db85a4ff8327342cb6f1b4eef042f511bd1858ce3ba0d2078c692bbd9e80627f2a7	common_voice_vi_21824030.mp3	Ở cái nơi rừng thiêng nước độc này	2	0	thirties	male		vi	
89a110b28009cf4c728e334d874ad7bc9cac4b6365a28fab55c27739fcc04db85a4ff8327342cb6f1b4eef042f511bd1858ce3ba0d2078c692bbd9e80627f2a7	common_voice_vi_21824045.mp3	Hoặc là có thể là nhờ kuman	2	0	thirties	male		vi	
89a110b28009cf4c728e334d874ad7bc9cac4b6365a28fab55c27739fcc04db85a4ff8327342cb6f1b4eef042f511bd1858ce3ba0d2078c692bbd9e80627f2a7	common_voice_vi_21824046.mp3	Không không không sao đâu	2	0	thirties	male		vi	
ad905a2757f2022fbda0080571f04a7c6d95055acd13a55d57fd272d420ac65b2031aa3434c9812acd8d87112c8540dc4c973e11c2e5cb3fe819b19c9f8eceea	common_voice_vi_24421799.mp3	Chưa hề khắc ghi	2	0				vi	
ad905a2757f2022fbda0080571f04a7c6d95055acd13a55d57fd272d420ac65b2031aa3434c9812acd8d87112c8540dc4c973e11c2e5cb3fe819b19c9f8eceea	common_voice_vi_24421803.mp3	Thảo đã mất rồi	2	0				vi	
ad905a2757f2022fbda0080571f04a7c6d95055acd13a55d57fd272d420ac65b2031aa3434c9812acd8d87112c8540dc4c973e11c2e5cb3fe819b19c9f8eceea	common_voice_vi_24421806.mp3	Bà bói vẫn ăn mặc bình thường	2	0				vi	
bbe4ce3b5c54e952caa16cd00c32ac5bacc3d1449736e2733146263ed6a2a687a9cf3b2ae125740f5e4342edbe15ca1f3a413cf30c8f0d19a4b4e3f6ec521c91	common_voice_vi_25031248.mp3	In bóng nhau vờn luân điệu vũ	2	0	twenties	male		vi	
bbe4ce3b5c54e952caa16cd00c32ac5bacc3d1449736e2733146263ed6a2a687a9cf3b2ae125740f5e4342edbe15ca1f3a413cf30c8f0d19a4b4e3f6ec521c91	common_voice_vi_25031250.mp3	Sau nhà là bụi cây với những khóm cỏ dại nhô cao	2	0	twenties	male		vi	
bbe4ce3b5c54e952caa16cd00c32ac5bacc3d1449736e2733146263ed6a2a687a9cf3b2ae125740f5e4342edbe15ca1f3a413cf30c8f0d19a4b4e3f6ec521c91	common_voice_vi_25031259.mp3	Việc làm ăn quá thuận lợi	2	0	twenties	male		vi	
d4feb8741d2e69e9df4ad8f372c085de5287de3aec9fd87a222678d8dfd37a255ffa6edfa2697400b3be5859705f6f5db95f3537ac79d2d5e7c212f7dd8878a3	common_voice_vi_25245129.mp3	Thảo không thể về nhà	2	0	teens	female		vi	
d4feb8741d2e69e9df4ad8f372c085de5287de3aec9fd87a222678d8dfd37a255ffa6edfa2697400b3be5859705f6f5db95f3537ac79d2d5e7c212f7dd8878a3	common_voice_vi_25245130.mp3	Ông dắt mang tai	2	0	teens	female		vi	
d4feb8741d2e69e9df4ad8f372c085de5287de3aec9fd87a222678d8dfd37a255ffa6edfa2697400b3be5859705f6f5db95f3537ac79d2d5e7c212f7dd8878a3	common_voice_vi_25245131.mp3	Nhanh như cắt	2	0	teens	female		vi	
db5bb6e2e2b97f66417f320f9ba9b11aebbf96fa22e2aeeb0700f9e72ea2a59972fab11c80162a3c8dc9b299e58af2d2c804b1e56680825a25f8ac61917069b4	common_voice_vi_27404869.mp3	Mới gặp anh đôi má em ửng đỏ	2	0				vi	
db5bb6e2e2b97f66417f320f9ba9b11aebbf96fa22e2aeeb0700f9e72ea2a59972fab11c80162a3c8dc9b299e58af2d2c804b1e56680825a25f8ac61917069b4	common_voice_vi_27404896.mp3	Tháng đầu đông cho đôi mắt đen huyền	2	0				vi	
db5bb6e2e2b97f66417f320f9ba9b11aebbf96fa22e2aeeb0700f9e72ea2a59972fab11c80162a3c8dc9b299e58af2d2c804b1e56680825a25f8ac61917069b4	common_voice_vi_27404903.mp3	Ông ấy đưa cho tôi cái địa chỉ tới đây rồi đi luôn	2	0				vi	
e29e60da555034a2bf5dbcdd1b86ae780c0ad9bc107bef8de8d8d0f71bc12c4165f1840bdc6818b17141d44921db52fd66d3e723a310c2adc3dfe34647370bb5	common_voice_vi_26979542.mp3	Chút sắc vàng óng ả chẳng còn đâu!	2	0				vi	
e29e60da555034a2bf5dbcdd1b86ae780c0ad9bc107bef8de8d8d0f71bc12c4165f1840bdc6818b17141d44921db52fd66d3e723a310c2adc3dfe34647370bb5	common_voice_vi_26979544.mp3	Khe khẽ	2	0				vi	
e29e60da555034a2bf5dbcdd1b86ae780c0ad9bc107bef8de8d8d0f71bc12c4165f1840bdc6818b17141d44921db52fd66d3e723a310c2adc3dfe34647370bb5	common_voice_vi_26979545.mp3	Mảnh thơ tình khờ dại	2	0				vi	
ebd261ee933dccb8b55c83556d07073baf53a8ca27b24e09e9e4957b6cd8d99fac24f4fdeb77e171a5b0ac384a7f2c020279c815ee5226c525b904da989605e4	common_voice_vi_25157794.mp3	tôi đoán không nhầm	2	0				vi	
ebd261ee933dccb8b55c83556d07073baf53a8ca27b24e09e9e4957b6cd8d99fac24f4fdeb77e171a5b0ac384a7f2c020279c815ee5226c525b904da989605e4	common_voice_vi_25157813.mp3	Em đúng là một người bạn tốt của Nhi và anh	2	0				vi	
ebd261ee933dccb8b55c83556d07073baf53a8ca27b24e09e9e4957b6cd8d99fac24f4fdeb77e171a5b0ac384a7f2c020279c815ee5226c525b904da989605e4	common_voice_vi_25157817.mp3	Bà bói Có vẻ hơi giận lời của bố thảo	2	0				vi	
f322c73948705a9ea6ba9fc0e5af54e006fb4a3389511df09153bc28345874e4df5d8d35992265a6a6d5c3e5528fd2a6a4926dad3737a8cef4cefffa490e8a6b	common_voice_vi_29405112.mp3	Đành đem thơ trải lối đời tháng năm.	2	1	twenties	female		vi	
f322c73948705a9ea6ba9fc0e5af54e006fb4a3389511df09153bc28345874e4df5d8d35992265a6a6d5c3e5528fd2a6a4926dad3737a8cef4cefffa490e8a6b	common_voice_vi_29405147.mp3	Mà sao đã thấy sương mờ nhẹ bay	2	0	twenties	female		vi	
f322c73948705a9ea6ba9fc0e5af54e006fb4a3389511df09153bc28345874e4df5d8d35992265a6a6d5c3e5528fd2a6a4926dad3737a8cef4cefffa490e8a6b	common_voice_vi_29405220.mp3	Hỡi ơi lá rụng tháng mười	2	0	twenties	female		vi	
fd04f5399a4aa07bd0df1aa4eeedde15a94cc0dd0d96e4696f78bbbaec2e34112f3295cb195c0940b802f70c3e8a884df0c61cb88ae47c1246e71c5c303ab9bf	common_voice_vi_22791282.mp3	Anh là chồng của Nhi anh đừng khách sáo như vậy	2	1				vi	
fd04f5399a4aa07bd0df1aa4eeedde15a94cc0dd0d96e4696f78bbbaec2e34112f3295cb195c0940b802f70c3e8a884df0c61cb88ae47c1246e71c5c303ab9bf	common_voice_vi_22791283.mp3	Không	2	0				vi	
fd04f5399a4aa07bd0df1aa4eeedde15a94cc0dd0d96e4696f78bbbaec2e34112f3295cb195c0940b802f70c3e8a884df0c61cb88ae47c1246e71c5c303ab9bf	common_voice_vi_22791288.mp3	cho tới thành lập Việt Nam Dân chủ Cộng hòa	2	0				vi	
064d3c54434519b1fcb4177bd63ba2f0b6aa5401993cf47df7418b82d3581309beea3ce2b3b2067497924cb569e34d4eabb1a2a673f951aaf7a4166eaa856200	common_voice_vi_24942310.mp3	Nhưng con chỉ nhớ	2	0				vi	
064d3c54434519b1fcb4177bd63ba2f0b6aa5401993cf47df7418b82d3581309beea3ce2b3b2067497924cb569e34d4eabb1a2a673f951aaf7a4166eaa856200	common_voice_vi_24942320.mp3	Vụng dại tấm bé	2	0				vi	
064d3c54434519b1fcb4177bd63ba2f0b6aa5401993cf47df7418b82d3581309beea3ce2b3b2067497924cb569e34d4eabb1a2a673f951aaf7a4166eaa856200	common_voice_vi_24942321.mp3	bà thản nhiên đứng dậy đi ra ngoài	2	0				vi	
064d3c54434519b1fcb4177bd63ba2f0b6aa5401993cf47df7418b82d3581309beea3ce2b3b2067497924cb569e34d4eabb1a2a673f951aaf7a4166eaa856200	common_voice_vi_24942333.mp3	Tối hôm đó sau khi ăn uống xong	2	0				vi	
1a85fc58ead4c89c7dd19d327a76b2eade7504fa3ccb9037302122c5cf18108a4903feb8baaaa1e417a9e47e85750fade8c52744e2ffaa3c4aab45cc1ca19e45	common_voice_vi_27014336.mp3	Coi kìa cậu ấy tỉnh táo lại như thường rồi đó	2	1				vi	
1a85fc58ead4c89c7dd19d327a76b2eade7504fa3ccb9037302122c5cf18108a4903feb8baaaa1e417a9e47e85750fade8c52744e2ffaa3c4aab45cc1ca19e45	common_voice_vi_27053042.mp3	Gửi vào cơn gió ngàn lời yêu em	2	0				vi	
1a85fc58ead4c89c7dd19d327a76b2eade7504fa3ccb9037302122c5cf18108a4903feb8baaaa1e417a9e47e85750fade8c52744e2ffaa3c4aab45cc1ca19e45	common_voice_vi_27053046.mp3	Gió thổi nghiêng mưa qua miền ký ức	2	0				vi	
1a85fc58ead4c89c7dd19d327a76b2eade7504fa3ccb9037302122c5cf18108a4903feb8baaaa1e417a9e47e85750fade8c52744e2ffaa3c4aab45cc1ca19e45	common_voice_vi_27053048.mp3	Tháng mười là tháng mười ơi	2	0				vi	
1fb639fa22667a007ca34788e059d95559333ca3fcef9e25869da41b7c348a6a1625703b8196b29ab7b5dbd588449bcfb06d225d0eb210bad87026a60d8540d4	common_voice_vi_23667729.mp3	Ý cô là sao	2	0				vi	
1fb639fa22667a007ca34788e059d95559333ca3fcef9e25869da41b7c348a6a1625703b8196b29ab7b5dbd588449bcfb06d225d0eb210bad87026a60d8540d4	common_voice_vi_23667730.mp3	Lập tức cơn đau lại nhói lên dữ dội	2	0				vi	
1fb639fa22667a007ca34788e059d95559333ca3fcef9e25869da41b7c348a6a1625703b8196b29ab7b5dbd588449bcfb06d225d0eb210bad87026a60d8540d4	common_voice_vi_23667731.mp3	Tầm một tuần ở đây thôi	2	0				vi	
1fb639fa22667a007ca34788e059d95559333ca3fcef9e25869da41b7c348a6a1625703b8196b29ab7b5dbd588449bcfb06d225d0eb210bad87026a60d8540d4	common_voice_vi_23667732.mp3	Bằng mọi giá anh phải là của em	2	0				vi	
